IndexNumber,FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Cases
2029,2021-01-10,2021-01-16,2,2021,Meningococcal disease,0
2030,2021-01-10,2021-01-16,2,2021,Mpox,0
2031,2021-01-10,2021-01-16,2,2021,Pertussis,0
2032,2021-01-10,2021-01-16,2,2021,Shigellosis,6
2033,2021-01-10,2021-01-16,2,2021,West Nile virus,0
2034,2021-01-17,2021-01-23,3,2021,Chlamydia,304
2035,2021-01-17,2021-01-23,3,2021,Early syphilis,20
2036,2021-01-17,2021-01-23,3,2021,Extrapulmonary NTM,0
2037,2021-01-17,2021-01-23,3,2021,Hepatitis C (chronic),59
2038,2021-01-17,2021-01-23,3,2021,HIV,2
2039,2021-01-17,2021-01-23,3,2021,Malaria,0
2040,2021-01-17,2021-01-23,3,2021,Measles,0
2041,2021-01-24,2021-01-30,4,2021,Congenital syphilis,0
2042,2021-01-24,2021-01-30,4,2021,E. coli (STEC),2
2043,2021-01-24,2021-01-30,4,2021,Gonorrhea,118
2044,2021-01-24,2021-01-30,4,2021,Hepatitis A,1
2045,2021-01-24,2021-01-30,4,2021,Hepatitis B (acute),0
2046,2021-01-24,2021-01-30,4,2021,HUS,0
2047,2021-01-24,2021-01-30,4,2021,Listeriosis,0
2048,2021-01-24,2021-01-30,4,2021,Mpox,0
2049,2021-01-24,2021-01-30,4,2021,Pertussis,0
2050,2021-01-24,2021-01-30,4,2021,Pesticide Poisoning,2
2051,2021-01-24,2021-01-30,4,2021,Vibriosis,0
2052,2021-01-31,2021-02-06,5,2021,Campylobacteriosis,17
2053,2021-01-31,2021-02-06,5,2021,Childhood lead poisoning,3
2054,2021-01-31,2021-02-06,5,2021,Chlamydia,356
2055,2021-01-31,2021-02-06,5,2021,Cryptosporidiosis,4
2056,2021-01-31,2021-02-06,5,2021,Early syphilis,32
2057,2021-01-31,2021-02-06,5,2021,Haemophilus influenzae,0
2058,2021-01-31,2021-02-06,5,2021,Hepatitis C (chronic),96
2059,2021-01-31,2021-02-06,5,2021,Malaria,0
2060,2021-01-31,2021-02-06,5,2021,Measles,0
2061,2021-02-07,2021-02-13,6,2021,Coccidioidomycosis,0
2062,2021-02-07,2021-02-13,6,2021,CRE,4
2063,2021-02-07,2021-02-13,6,2021,Cryptococcosis,0
2064,2021-02-07,2021-02-13,6,2021,E. coli (STEC),1
2065,2021-02-07,2021-02-13,6,2021,Giardiasis,1
2066,2021-02-07,2021-02-13,6,2021,Gonorrhea,116
2067,2021-02-07,2021-02-13,6,2021,Hepatitis A,0
2068,2021-02-07,2021-02-13,6,2021,Mumps,0
2069,2021-02-07,2021-02-13,6,2021,Salmonellosis,2
2070,2021-02-07,2021-02-13,6,2021,Tuberculosis,3
2071,2021-02-07,2021-02-13,6,2021,Vibriosis,0
2072,2021-02-07,2021-02-13,6,2021,Yersiniosis,2
2073,2021-02-14,2021-02-20,7,2021,Adult lead poisoning,2
2074,2021-02-14,2021-02-20,7,2021,Childhood lead poisoning,3
2075,2021-02-14,2021-02-20,7,2021,Cryptosporidiosis,1
2076,2021-02-14,2021-02-20,7,2021,Hepatitis B (acute),0
2077,2021-02-14,2021-02-20,7,2021,Hepatitis B (chronic),11
2078,2021-02-14,2021-02-20,7,2021,Hepatitis C (acute),2
2079,2021-02-14,2021-02-20,7,2021,Legionellosis,0
2080,2021-02-21,2021-02-27,8,2021,Mpox,0
2081,2021-02-21,2021-02-27,8,2021,Pertussis,0
2082,2021-02-21,2021-02-27,8,2021,Shigellosis,0
2083,2021-02-21,2021-02-27,8,2021,West Nile virus,0
2084,2021-02-28,2021-03-06,9,2021,Campylobacteriosis,12
2085,2021-02-28,2021-03-06,9,2021,Chlamydia,235
2086,2021-02-28,2021-03-06,9,2021,Early syphilis,21
2087,2021-02-28,2021-03-06,9,2021,Extrapulmonary NTM,0
2088,2021-02-28,2021-03-06,9,2021,Hepatitis C (chronic),68
2089,2021-02-28,2021-03-06,9,2021,Malaria,0
2090,2021-02-28,2021-03-06,9,2021,Measles,0
2091,2021-03-07,2021-03-13,10,2021,Coccidioidomycosis,2
2092,2021-03-07,2021-03-13,10,2021,Congenital syphilis,0
2093,2021-03-07,2021-03-13,10,2021,E. coli (STEC),2
2094,2021-03-07,2021-03-13,10,2021,Gonorrhea,153
2095,2021-03-07,2021-03-13,10,2021,Hepatitis A,0
2096,2021-03-07,2021-03-13,10,2021,HUS,0
2097,2021-03-07,2021-03-13,10,2021,Listeriosis,0
2098,2021-03-07,2021-03-13,10,2021,Mumps,0
2099,2021-03-07,2021-03-13,10,2021,Pesticide Poisoning,0
2100,2021-03-07,2021-03-13,10,2021,Vibriosis,1
2101,2021-03-07,2021-03-13,10,2021,Yersiniosis,2
2102,2021-03-14,2021-03-20,11,2021,Adult lead poisoning,0
2103,2021-03-14,2021-03-20,11,2021,Campylobacteriosis,16
2104,2021-03-14,2021-03-20,11,2021,Childhood lead poisoning,0
2105,2021-03-14,2021-03-20,11,2021,Chlamydia,297
2106,2021-03-14,2021-03-20,11,2021,Cryptosporidiosis,2
2107,2021-03-14,2021-03-20,11,2021,Haemophilus influenzae,0
2108,2021-03-14,2021-03-20,11,2021,Lyme disease,1
2109,2021-03-14,2021-03-20,11,2021,Measles,0
2110,2021-03-14,2021-03-20,11,2021,West Nile virus,0
2111,2021-03-21,2021-03-27,12,2021,Coccidioidomycosis,1
2112,2021-03-21,2021-03-27,12,2021,CRE,2
2113,2021-03-21,2021-03-27,12,2021,Cryptococcosis,1
2114,2021-03-21,2021-03-27,12,2021,Giardiasis,5
2115,2021-03-21,2021-03-27,12,2021,HIV,6
2116,2021-03-21,2021-03-27,12,2021,Mumps,0
2117,2021-03-21,2021-03-27,12,2021,Salmonellosis,2
2118,2021-03-21,2021-03-27,12,2021,Tuberculosis,3
2119,2021-03-21,2021-03-27,12,2021,Yersiniosis,0
2120,2021-03-28,2021-04-03,13,2021,Adult lead poisoning,2
2121,2021-03-28,2021-04-03,13,2021,Hepatitis B (acute),1
2122,2021-03-28,2021-04-03,13,2021,Hepatitis B (chronic),8
2123,2021-03-28,2021-04-03,13,2021,Hepatitis C (acute),0
2124,2021-03-28,2021-04-03,13,2021,Legionellosis,1
2125,2021-03-28,2021-04-03,13,2021,Lyme disease,1
2126,2021-03-28,2021-04-03,13,2021,Meningococcal disease,1
2127,2021-03-28,2021-04-03,13,2021,Mpox,0
2128,2021-03-28,2021-04-03,13,2021,Pertussis,0
2129,2021-03-28,2021-04-03,13,2021,Shigellosis,4
2130,2021-03-28,2021-04-03,13,2021,West Nile virus,0
2131,2020-11-08,2020-11-14,46,2020,E. coli (STEC),1
2132,2020-11-08,2020-11-14,46,2020,Haemophilus influenzae,0
2133,2020-11-08,2020-11-14,46,2020,Pesticide Poisoning,0
2134,2020-11-08,2020-11-14,46,2020,Vibriosis,0
2135,2020-11-15,2020-11-21,47,2020,Adult lead poisoning,0
2136,2020-11-15,2020-11-21,47,2020,Coccidioidomycosis,0
2137,2020-11-15,2020-11-21,47,2020,Cryptococcosis,0
2138,2020-11-15,2020-11-21,47,2020,E. coli (STEC),1
2139,2020-11-15,2020-11-21,47,2020,Haemophilus influenzae,0
2140,2020-11-15,2020-11-21,47,2020,Lyme disease,2
2141,2020-11-15,2020-11-21,47,2020,Salmonellosis,6
2142,2020-11-15,2020-11-21,47,2020,Tuberculosis,1
2143,2020-11-15,2020-11-21,47,2020,Vibriosis,0
2144,2020-11-15,2020-11-21,47,2020,West Nile virus,0
2145,2020-11-22,2020-11-28,48,2020,Adult lead poisoning,0
2146,2020-11-22,2020-11-28,48,2020,Coccidioidomycosis,0
2147,2020-11-22,2020-11-28,48,2020,Cryptococcosis,1
2148,2020-11-22,2020-11-28,48,2020,Hepatitis B (chronic),1
2149,2020-11-22,2020-11-28,48,2020,Hepatitis C (acute),0
2150,2020-11-22,2020-11-28,48,2020,Lyme disease,0
2151,2020-11-22,2020-11-28,48,2020,Meningococcal disease,0
2152,2020-11-22,2020-11-28,48,2020,Salmonellosis,5
2153,2020-11-22,2020-11-28,48,2020,Shigellosis,1
2154,2020-11-22,2020-11-28,48,2020,Tuberculosis,1
2155,2020-11-22,2020-11-28,48,2020,West Nile virus,0
2156,2020-11-29,2020-12-05,49,2020,Adult lead poisoning,0
2157,2020-11-29,2020-12-05,49,2020,Cryptococcosis,1
2158,2020-11-29,2020-12-05,49,2020,Hepatitis B (chronic),7
2159,2020-11-29,2020-12-05,49,2020,Hepatitis C (acute),1
2160,2020-11-29,2020-12-05,49,2020,HUS,0
2161,2020-11-29,2020-12-05,49,2020,Lyme disease,0
2162,2020-11-29,2020-12-05,49,2020,Meningococcal disease,0
2163,2020-11-29,2020-12-05,49,2020,Salmonellosis,3
2164,2020-11-29,2020-12-05,49,2020,Shigellosis,2
2165,2020-11-29,2020-12-05,49,2020,Tuberculosis,0
2166,2020-11-29,2020-12-05,49,2020,West Nile virus,0
2167,2020-12-06,2020-12-12,50,2020,Campylobacteriosis,17
2168,2020-12-06,2020-12-12,50,2020,Chlamydia,314
2169,2020-12-06,2020-12-12,50,2020,Congenital syphilis,1
2170,2020-12-06,2020-12-12,50,2020,Early syphilis,16
2171,2020-12-06,2020-12-12,50,2020,Hepatitis C (chronic),58
2172,2020-12-06,2020-12-12,50,2020,HUS,0
2173,2020-12-06,2020-12-12,50,2020,Listeriosis,0
2174,2020-12-06,2020-12-12,50,2020,Malaria,0
2175,2020-12-06,2020-12-12,50,2020,Measles,0
2176,2020-12-06,2020-12-12,50,2020,Meningococcal disease,0
2177,2020-12-06,2020-12-12,50,2020,Shigellosis,1
2178,2020-12-13,2020-12-19,51,2020,Campylobacteriosis,19
2179,2020-12-13,2020-12-19,51,2020,Chlamydia,298
2180,2020-12-13,2020-12-19,51,2020,Congenital syphilis,0
2181,2021-02-14,2021-02-20,7,2021,Lyme disease,0
2182,2021-02-14,2021-02-20,7,2021,Meningococcal disease,0
2183,2021-02-14,2021-02-20,7,2021,Mpox,0
2184,2021-02-14,2021-02-20,7,2021,Pertussis,0
2185,2021-02-14,2021-02-20,7,2021,Shigellosis,2
2186,2021-02-14,2021-02-20,7,2021,West Nile virus,0
2187,2021-02-21,2021-02-27,8,2021,CRE,2
2188,2021-02-21,2021-02-27,8,2021,Cryptococcosis,0
2189,2021-02-21,2021-02-27,8,2021,Extrapulmonary NTM,1
2190,2021-02-21,2021-02-27,8,2021,Giardiasis,4
2191,2021-02-21,2021-02-27,8,2021,Hepatitis C (chronic),103
2192,2021-02-21,2021-02-27,8,2021,HIV,4
2193,2021-02-21,2021-02-27,8,2021,Salmonellosis,4
2194,2021-02-28,2021-03-06,9,2021,Congenital syphilis,0
2195,2021-02-28,2021-03-06,9,2021,Gonorrhea,90
2196,2021-02-28,2021-03-06,9,2021,Hepatitis B (acute),1
2197,2021-02-28,2021-03-06,9,2021,HUS,0
2198,2021-02-28,2021-03-06,9,2021,Listeriosis,1
2199,2021-02-28,2021-03-06,9,2021,Mpox,0
2200,2021-02-28,2021-03-06,9,2021,Pertussis,0
2201,2021-02-28,2021-03-06,9,2021,Pesticide Poisoning,2
2202,2021-02-28,2021-03-06,9,2021,Vibriosis,0
2203,2021-03-07,2021-03-13,10,2021,Campylobacteriosis,13
2204,2021-03-07,2021-03-13,10,2021,Childhood lead poisoning,3
2205,2021-03-07,2021-03-13,10,2021,Chlamydia,378
2206,2021-03-07,2021-03-13,10,2021,Early syphilis,28
2207,2021-03-07,2021-03-13,10,2021,Haemophilus influenzae,1
2208,2021-03-07,2021-03-13,10,2021,Hepatitis C (chronic),88
2209,2021-03-07,2021-03-13,10,2021,Malaria,0
2210,2021-03-07,2021-03-13,10,2021,Measles,0
2211,2021-03-14,2021-03-20,11,2021,Coccidioidomycosis,1
2212,2021-03-14,2021-03-20,11,2021,CRE,3
2213,2021-03-14,2021-03-20,11,2021,E. coli (STEC),1
2214,2021-03-14,2021-03-20,11,2021,Giardiasis,3
2215,2021-03-14,2021-03-20,11,2021,Gonorrhea,122
2216,2021-03-14,2021-03-20,11,2021,Hepatitis A,1
2217,2021-03-14,2021-03-20,11,2021,Mumps,0
2218,2021-03-14,2021-03-20,11,2021,Salmonellosis,4
2219,2021-03-14,2021-03-20,11,2021,Tuberculosis,0
2220,2021-03-14,2021-03-20,11,2021,Vibriosis,1
2221,2021-03-14,2021-03-20,11,2021,Yersiniosis,0
2222,2021-03-21,2021-03-27,12,2021,Adult lead poisoning,0
2223,2021-03-21,2021-03-27,12,2021,Childhood lead poisoning,3
2224,2021-03-21,2021-03-27,12,2021,Cryptosporidiosis,1
2225,2021-03-21,2021-03-27,12,2021,Hepatitis B (chronic),3
2226,2021-03-21,2021-03-27,12,2021,Hepatitis C (acute),2
2227,2021-03-21,2021-03-27,12,2021,Legionellosis,1
2228,2021-03-21,2021-03-27,12,2021,Lyme disease,2
2229,2021-03-21,2021-03-27,12,2021,Meningococcal disease,0
2230,2021-03-21,2021-03-27,12,2021,Shigellosis,3
2231,2021-03-21,2021-03-27,12,2021,West Nile virus,0
2232,2021-03-07,2021-03-13,10,2021,Hepatitis C (acute),0
2233,2021-03-07,2021-03-13,10,2021,Lyme disease,2
2234,2021-03-07,2021-03-13,10,2021,Meningococcal disease,0
2235,2021-03-07,2021-03-13,10,2021,Salmonellosis,5
2236,2021-03-07,2021-03-13,10,2021,Shigellosis,1
2237,2021-03-07,2021-03-13,10,2021,Tuberculosis,0
2238,2021-03-07,2021-03-13,10,2021,West Nile virus,0
2239,2021-03-14,2021-03-20,11,2021,Congenital syphilis,0
2240,2021-03-14,2021-03-20,11,2021,Cryptococcosis,1
2241,2021-03-14,2021-03-20,11,2021,Early syphilis,28
2242,2021-03-14,2021-03-20,11,2021,Hepatitis B (chronic),7
2243,2021-03-14,2021-03-20,11,2021,Hepatitis C (acute),1
2244,2021-03-14,2021-03-20,11,2021,Hepatitis C (chronic),78
2245,2021-03-14,2021-03-20,11,2021,HUS,0
2246,2021-03-14,2021-03-20,11,2021,Listeriosis,0
2247,2021-03-14,2021-03-20,11,2021,Malaria,0
2248,2021-03-14,2021-03-20,11,2021,Meningococcal disease,0
2249,2021-03-14,2021-03-20,11,2021,Shigellosis,2
2250,2021-03-21,2021-03-27,12,2021,Campylobacteriosis,18
2251,2021-03-21,2021-03-27,12,2021,Chlamydia,278
2252,2021-03-21,2021-03-27,12,2021,Congenital syphilis,1
2253,2021-03-21,2021-03-27,12,2021,Early syphilis,22
2254,2021-03-21,2021-03-27,12,2021,Gonorrhea,134
2255,2021-03-21,2021-03-27,12,2021,Hepatitis A,0
2256,2021-03-21,2021-03-27,12,2021,Hepatitis C (chronic),74
2257,2021-03-21,2021-03-27,12,2021,HUS,0
2258,2021-03-21,2021-03-27,12,2021,Listeriosis,0
2259,2021-03-21,2021-03-27,12,2021,Malaria,0
2260,2021-03-21,2021-03-27,12,2021,Measles,0
2261,2021-03-28,2021-04-03,13,2021,Campylobacteriosis,20
2262,2021-03-28,2021-04-03,13,2021,Childhood lead poisoning,3
2263,2021-03-28,2021-04-03,13,2021,Chlamydia,291
2264,2021-03-28,2021-04-03,13,2021,Congenital syphilis,1
2265,2021-03-28,2021-04-03,13,2021,Cryptosporidiosis,3
2266,2021-03-28,2021-04-03,13,2021,Early syphilis,38
2267,2021-03-28,2021-04-03,13,2021,Gonorrhea,118
2268,2021-03-28,2021-04-03,13,2021,Hepatitis A,1
2269,2021-03-28,2021-04-03,13,2021,Hepatitis C (chronic),69
2270,2021-03-28,2021-04-03,13,2021,HUS,0
2271,2021-03-28,2021-04-03,13,2021,Listeriosis,0
2272,2021-03-28,2021-04-03,13,2021,Malaria,1
2273,2021-03-28,2021-04-03,13,2021,Measles,0
2274,2021-03-28,2021-04-03,13,2021,Mumps,0
2275,2021-03-28,2021-04-03,13,2021,Yersiniosis,2
2276,2021-04-04,2021-04-10,14,2021,Childhood lead poisoning,3
2277,2021-04-04,2021-04-10,14,2021,CRE,2
2278,2021-04-04,2021-04-10,14,2021,Cryptosporidiosis,2
2279,2021-04-04,2021-04-10,14,2021,Giardiasis,6
2280,2021-04-04,2021-04-10,14,2021,Gonorrhea,112
2281,2021-04-04,2021-04-10,14,2021,Hepatitis A,1
2282,2021-04-04,2021-04-10,14,2021,Legionellosis,3
2283,2020-12-13,2020-12-19,51,2020,Early syphilis,30
2284,2020-12-13,2020-12-19,51,2020,Gonorrhea,145
2285,2020-12-13,2020-12-19,51,2020,Hepatitis A,2
2286,2020-12-13,2020-12-19,51,2020,Hepatitis C (chronic),52
2287,2020-12-13,2020-12-19,51,2020,HUS,0
2288,2020-12-13,2020-12-19,51,2020,Listeriosis,0
2289,2020-12-13,2020-12-19,51,2020,Malaria,0
2290,2020-12-13,2020-12-19,51,2020,Measles,0
2291,2020-12-13,2020-12-19,51,2020,Mumps,0
2292,2020-12-13,2020-12-19,51,2020,Yersiniosis,0
2293,2020-12-20,2020-12-26,52,2020,Campylobacteriosis,9
2294,2020-12-20,2020-12-26,52,2020,Childhood lead poisoning,0
2295,2020-12-20,2020-12-26,52,2020,Chlamydia,229
2296,2020-12-20,2020-12-26,52,2020,Cryptosporidiosis,0
2297,2020-12-20,2020-12-26,52,2020,Early syphilis,15
2298,2020-12-20,2020-12-26,52,2020,Gonorrhea,117
2299,2020-12-20,2020-12-26,52,2020,Hepatitis A,1
2300,2020-12-20,2020-12-26,52,2020,Hepatitis C (chronic),53
2301,2020-12-20,2020-12-26,52,2020,Listeriosis,0
2302,2020-12-20,2020-12-26,52,2020,Malaria,0
2303,2020-12-20,2020-12-26,52,2020,Measles,0
2304,2020-12-20,2020-12-26,52,2020,Mumps,0
2305,2020-12-20,2020-12-26,52,2020,Yersiniosis,1
2306,2020-12-27,2021-01-02,53,2020,Childhood lead poisoning,0
2307,2020-12-27,2021-01-02,53,2020,CRE,4
2308,2020-12-27,2021-01-02,53,2020,Cryptosporidiosis,2
2309,2020-12-27,2021-01-02,53,2020,Giardiasis,4
2310,2020-12-27,2021-01-02,53,2020,Hepatitis A,0
2311,2020-12-27,2021-01-02,53,2020,Legionellosis,9
2312,2020-12-27,2021-01-02,53,2020,Mumps,0
2313,2020-12-27,2021-01-02,53,2020,Yersiniosis,0
2314,2021-01-03,2021-01-09,1,2021,E. coli (STEC),2
2315,2021-01-03,2021-01-09,1,2021,Extrapulmonary NTM,0
2316,2021-01-03,2021-01-09,1,2021,Haemophilus influenzae,0
2317,2021-01-03,2021-01-09,1,2021,Hepatitis B (acute),0
2318,2021-01-03,2021-01-09,1,2021,Mpox,0
2319,2021-01-03,2021-01-09,1,2021,Pertussis,0
2320,2021-01-03,2021-01-09,1,2021,Pesticide Poisoning,1
2321,2021-01-03,2021-01-09,1,2021,Vibriosis,0
2322,2021-01-10,2021-01-16,2,2021,Coccidioidomycosis,2
2323,2021-01-10,2021-01-16,2,2021,E. coli (STEC),4
2324,2021-01-10,2021-01-16,2,2021,Haemophilus influenzae,0
2325,2021-01-10,2021-01-16,2,2021,Pesticide Poisoning,2
2326,2021-01-10,2021-01-16,2,2021,Vibriosis,0
2327,2021-01-17,2021-01-23,3,2021,Adult lead poisoning,2
2328,2021-01-17,2021-01-23,3,2021,Coccidioidomycosis,1
2329,2021-01-17,2021-01-23,3,2021,Cryptococcosis,1
2330,2021-01-17,2021-01-23,3,2021,E. coli (STEC),5
2331,2021-01-17,2021-01-23,3,2021,Haemophilus influenzae,0
2332,2021-01-17,2021-01-23,3,2021,Lyme disease,1
2333,2021-01-17,2021-01-23,3,2021,Salmonellosis,4
2334,2021-03-28,2021-04-03,13,2021,CRE,2
2335,2021-03-28,2021-04-03,13,2021,Cryptococcosis,2
2336,2021-03-28,2021-04-03,13,2021,Extrapulmonary NTM,1
2337,2021-03-28,2021-04-03,13,2021,Giardiasis,10
2338,2021-03-28,2021-04-03,13,2021,HIV,6
2339,2021-03-28,2021-04-03,13,2021,Salmonellosis,2
2340,2021-03-28,2021-04-03,13,2021,Tuberculosis,3
2341,2021-04-04,2021-04-10,14,2021,Congenital syphilis,0
2342,2021-04-04,2021-04-10,14,2021,Hepatitis B (acute),1
2343,2021-04-04,2021-04-10,14,2021,HUS,0
2344,2021-04-04,2021-04-10,14,2021,Listeriosis,0
2345,2021-04-04,2021-04-10,14,2021,Meningococcal disease,0
2346,2021-04-04,2021-04-10,14,2021,Mpox,0
2347,2021-04-04,2021-04-10,14,2021,Pertussis,0
2348,2021-04-04,2021-04-10,14,2021,Pesticide Poisoning,1
2349,2021-04-04,2021-04-10,14,2021,Shigellosis,0
2350,2021-04-11,2021-04-17,15,2021,Campylobacteriosis,9
2351,2021-04-11,2021-04-17,15,2021,Chlamydia,311
2352,2021-04-11,2021-04-17,15,2021,Early syphilis,19
2353,2021-04-11,2021-04-17,15,2021,Extrapulmonary NTM,2
2354,2021-04-11,2021-04-17,15,2021,Haemophilus influenzae,0
2355,2021-04-11,2021-04-17,15,2021,Hepatitis C (chronic),57
2356,2021-04-11,2021-04-17,15,2021,Malaria,2
2357,2021-04-11,2021-04-17,15,2021,Measles,0
2358,2021-04-18,2021-04-24,16,2021,Coccidioidomycosis,1
2359,2021-04-18,2021-04-24,16,2021,E. coli (STEC),3
2360,2021-04-18,2021-04-24,16,2021,Gonorrhea,115
2361,2021-04-18,2021-04-24,16,2021,Hepatitis A,0
2362,2021-04-18,2021-04-24,16,2021,Listeriosis,0
2363,2021-04-18,2021-04-24,16,2021,Mumps,0
2364,2021-04-18,2021-04-24,16,2021,Pesticide Poisoning,4
2365,2021-04-18,2021-04-24,16,2021,Vibriosis,0
2366,2021-04-18,2021-04-24,16,2021,Yersiniosis,2
2367,2021-04-25,2021-05-01,17,2021,Adult lead poisoning,0
2368,2021-04-25,2021-05-01,17,2021,Childhood lead poisoning,3
2369,2021-04-25,2021-05-01,17,2021,Cryptosporidiosis,3
2370,2021-04-25,2021-05-01,17,2021,Haemophilus influenzae,0
2371,2021-04-25,2021-05-01,17,2021,Hepatitis B (chronic),11
2372,2021-04-25,2021-05-01,17,2021,Hepatitis C (acute),1
2373,2021-04-25,2021-05-01,17,2021,Legionellosis,0
2374,2021-04-25,2021-05-01,17,2021,Lyme disease,0
2375,2021-04-25,2021-05-01,17,2021,West Nile virus,0
2376,2021-05-02,2021-05-08,18,2021,Coccidioidomycosis,2
2377,2021-05-02,2021-05-08,18,2021,CRE,4
2378,2021-05-02,2021-05-08,18,2021,Cryptococcosis,1
2379,2021-05-02,2021-05-08,18,2021,Extrapulmonary NTM,1
2380,2021-05-02,2021-05-08,18,2021,Giardiasis,8
2381,2021-05-02,2021-05-08,18,2021,HIV,3
2382,2021-05-02,2021-05-08,18,2021,Salmonellosis,9
2383,2021-05-02,2021-05-08,18,2021,Tuberculosis,4
2384,2021-05-09,2021-05-15,19,2021,Congenital syphilis,0
2385,2021-04-04,2021-04-10,14,2021,Mumps,0
2386,2021-04-04,2021-04-10,14,2021,Yersiniosis,2
2387,2021-04-11,2021-04-17,15,2021,Childhood lead poisoning,0
2388,2021-04-11,2021-04-17,15,2021,CRE,3
2389,2021-04-11,2021-04-17,15,2021,Cryptosporidiosis,2
2390,2021-04-11,2021-04-17,15,2021,Giardiasis,4
2391,2021-04-11,2021-04-17,15,2021,HIV,8
2392,2021-04-11,2021-04-17,15,2021,Legionellosis,0
2393,2021-04-11,2021-04-17,15,2021,Mumps,0
2394,2021-04-11,2021-04-17,15,2021,Yersiniosis,0
2395,2021-04-18,2021-04-24,16,2021,CRE,4
2396,2021-04-18,2021-04-24,16,2021,Extrapulmonary NTM,1
2397,2021-04-18,2021-04-24,16,2021,Giardiasis,4
2398,2021-04-18,2021-04-24,16,2021,Hepatitis B (acute),1
2399,2021-04-18,2021-04-24,16,2021,HIV,5
2400,2021-04-18,2021-04-24,16,2021,Legionellosis,1
2401,2021-04-18,2021-04-24,16,2021,Mpox,0
2402,2021-04-18,2021-04-24,16,2021,Pertussis,0
2403,2021-04-25,2021-05-01,17,2021,Extrapulmonary NTM,1
2404,2021-04-25,2021-05-01,17,2021,Hepatitis B (acute),0
2405,2021-04-25,2021-05-01,17,2021,HIV,3
2406,2021-04-25,2021-05-01,17,2021,Mpox,0
2407,2021-04-25,2021-05-01,17,2021,Pertussis,0
2408,2021-04-25,2021-05-01,17,2021,Pesticide Poisoning,1
2409,2021-04-25,2021-05-01,17,2021,Vibriosis,0
2410,2021-05-02,2021-05-08,18,2021,E. coli (STEC),3
2411,2021-05-02,2021-05-08,18,2021,Haemophilus influenzae,0
2412,2021-05-02,2021-05-08,18,2021,Pesticide Poisoning,4
2413,2021-05-02,2021-05-08,18,2021,Vibriosis,0
2414,2021-05-09,2021-05-15,19,2021,Adult lead poisoning,0
2415,2021-05-09,2021-05-15,19,2021,Coccidioidomycosis,0
2416,2021-05-09,2021-05-15,19,2021,E. coli (STEC),10
2417,2021-05-09,2021-05-15,19,2021,Haemophilus influenzae,0
2418,2021-05-09,2021-05-15,19,2021,Lyme disease,0
2419,2021-05-09,2021-05-15,19,2021,Pesticide Poisoning,6
2420,2021-05-09,2021-05-15,19,2021,Tuberculosis,2
2421,2021-05-09,2021-05-15,19,2021,Vibriosis,0
2422,2021-05-16,2021-05-22,20,2021,Adult lead poisoning,2
2423,2021-05-16,2021-05-22,20,2021,Coccidioidomycosis,1
2424,2021-05-16,2021-05-22,20,2021,Cryptococcosis,3
2425,2021-05-16,2021-05-22,20,2021,E. coli (STEC),8
2426,2021-05-16,2021-05-22,20,2021,Haemophilus influenzae,0
2427,2021-05-16,2021-05-22,20,2021,Hepatitis B (chronic),8
2428,2021-05-16,2021-05-22,20,2021,Hepatitis C (acute),1
2429,2021-05-16,2021-05-22,20,2021,Lyme disease,2
2430,2021-05-16,2021-05-22,20,2021,Meningococcal disease,1
2431,2021-05-16,2021-05-22,20,2021,Salmonellosis,7
2432,2021-05-16,2021-05-22,20,2021,Shigellosis,3
2433,2021-05-16,2021-05-22,20,2021,Tuberculosis,2
2434,2021-05-16,2021-05-22,20,2021,West Nile virus,0
2435,2021-05-23,2021-05-29,21,2021,Adult lead poisoning,0
2436,2021-04-04,2021-04-10,14,2021,Campylobacteriosis,12
2437,2021-04-04,2021-04-10,14,2021,Chlamydia,286
2438,2021-04-04,2021-04-10,14,2021,Early syphilis,20
2439,2021-04-04,2021-04-10,14,2021,Extrapulmonary NTM,2
2440,2021-04-04,2021-04-10,14,2021,Hepatitis C (chronic),62
2441,2021-04-04,2021-04-10,14,2021,HIV,2
2442,2021-04-04,2021-04-10,14,2021,Malaria,0
2443,2021-04-04,2021-04-10,14,2021,Measles,0
2444,2021-04-11,2021-04-17,15,2021,Congenital syphilis,0
2445,2021-04-11,2021-04-17,15,2021,E. coli (STEC),6
2446,2021-04-11,2021-04-17,15,2021,Gonorrhea,108
2447,2021-04-11,2021-04-17,15,2021,Hepatitis A,0
2448,2021-04-11,2021-04-17,15,2021,Hepatitis B (acute),0
2449,2021-04-11,2021-04-17,15,2021,HUS,0
2450,2021-04-11,2021-04-17,15,2021,Listeriosis,0
2451,2021-04-11,2021-04-17,15,2021,Mpox,0
2452,2021-04-11,2021-04-17,15,2021,Pertussis,0
2453,2021-04-11,2021-04-17,15,2021,Pesticide Poisoning,0
2454,2021-04-11,2021-04-17,15,2021,Vibriosis,0
2455,2021-04-18,2021-04-24,16,2021,Campylobacteriosis,13
2456,2021-04-18,2021-04-24,16,2021,Childhood lead poisoning,3
2457,2021-04-18,2021-04-24,16,2021,Chlamydia,291
2458,2021-04-18,2021-04-24,16,2021,Cryptosporidiosis,3
